date,latitude,longitude,state,district,rainfall_mm,temperature,humidity,elevation_m,slope_degree,soil_type,river_level,road_condition,traffic_level,historical_incidents,incident_type,incident_severity,road_blocked,delay_minutes
2023-02-17,24.3487,94.4151,Manipur,Senapati,1.2,26.6,46.0,1043,15.6,Alluvial,3.58,Fair,Low,0,None,None,False,13
2023-02-18,23.3878,92.2882,Tripura,Khowai,2.6,19.1,33.9,82,0.0,Alluvial,3.58,Fair,High,0,None,None,False,17
2023-02-18,26.3674,95.8587,Assam,Nagaon,8.8,19.2,53.6,103,3.3,Clayey,3.52,Fair,High,2,None,None,False,11
2023-02-18,29.0265,93.0453,Arunachal Pradesh,West Kameng,2.0,22.3,45.8,1926,13.1,Laterite,5.56,Good,Low,0,None,None,False,22
2023-02-19,23.7807,93.4606,Mizoram,Lunglei,2.8,14.1,48.1,1156,10.1,Mountain Soil,4.32,Fair,High,0,None,None,False,21
2023-02-20,23.9621,92.4869,Mizoram,Champhai,0.0,18.0,59.6,1407,23.6,Mountain Soil,3.62,Good,Low,1,None,None,False,6
2023-02-20,24.0981,94.5357,Manipur,Imphal East,4.3,14.7,52.5,1534,8.2,Laterite,1.67,Good,Low,0,None,None,False,10
2023-02-20,25.9691,94.8415,Nagaland,Tuensang,0.0,17.9,50.1,1407,0.0,Forest Soil,3.69,Good,Low,1,None,None,False,7
2023-02-20,27.3033,94.068,Arunachal Pradesh,West Kameng,5.2,18.8,53.6,1774,20.4,Red Loamy,2.8,Fair,Moderate,1,None,None,False,1
2023-02-20,26.3202,94.5572,Nagaland,Tuensang,0.8,17.5,57.0,759,0.0,Forest Soil,4.36,Poor,Severe,6,Traffic Jam,Medium,False,53
2023-02-20,23.9686,92.8945,Mizoram,Champhai,0.1,14.2,37.1,810,18.4,Laterite,0.5,Good,Moderate,1,None,None,False,1
2023-02-22,25.8073,91.6967,Meghalaya,Ri Bhoi,1.0,8.8,55.5,1171,5.8,Mountain Soil,3.84,Good,Low,1,None,None,False,20
2023-02-22,23.8646,92.3748,Mizoram,Lunglei,1.0,17.2,49.1,1310,2.6,Sandy Loam,2.86,Good,Low,0,None,None,False,0
2023-02-22,25.4264,92.284,Assam,Kamrup,3.2,16.3,43.2,89,0.0,Alluvial,4.09,Damaged,High,3,Bridge Damage,Low,False,40
2023-02-22,27.8131,96.2182,Arunachal Pradesh,Lohit,1.2,19.8,46.4,2270,14.2,Mountain Soil,5.25,Poor,High,8,Bridge Damage,High,True,170
2023-02-22,28.6678,92.153,Arunachal Pradesh,Changlang,0.6,6.6,61.1,2678,0.0,Alluvial,3.78,Good,Low,0,None,None,False,17
2023-02-22,24.861,91.5506,Assam,Nagaon,1.2,25.2,67.3,196,1.3,Alluvial,4.24,Good,High,0,None,None,False,5
2023-02-23,27.1167,88.6198,Sikkim,South Sikkim,3.2,9.8,49.5,4410,32.7,Mountain Soil,3.22,Good,Moderate,0,None,None,False,16
2023-02-23,27.3298,95.2549,Assam,Cachar,0.7,20.4,82.0,182,3.6,Laterite,2.72,Good,Low,1,None,None,False,25
2023-02-23,25.6832,92.6182,Meghalaya,South Garo Hills,3.6,22.5,63.6,765,2.6,Forest Soil,2.35,Good,Low,0,None,None,False,14
2023-02-23,24.0242,92.2313,Tripura,Gomati,1.2,20.8,44.4,251,3.7,Red Loamy,2.96,Good,Moderate,0,None,None,False,10
2023-02-23,27.9493,88.7825,Sikkim,North Sikkim,0.0,16.2,75.0,2276,25.6,Alluvial,3.44,Fair,Moderate,1,None,None,False,9
2023-02-24,22.7499,92.3118,Mizoram,Serchhip,1.9,19.7,44.6,1025,0.0,Forest Soil,4.14,Fair,Low,1,None,None,False,17
2023-02-24,24.4312,91.4743,Tripura,Dhalai,3.1,15.8,43.6,156,0.0,Alluvial,1.87,Good,Moderate,0,None,None,False,0
2023-02-24,25.4365,93.5493,Nagaland,Kohima,3.0,17.7,47.2,1365,0.0,Alluvial,5.6,Good,Low,0,None,None,False,22
2023-02-24,27.7079,92.347,Arunachal Pradesh,Changlang,1.5,15.8,47.4,2535,16.8,Red Loamy,4.09,Good,Moderate,0,None,None,False,0
2023-02-25,22.374,92.5722,Mizoram,Aizawl,0.1,7.4,61.3,1513,12.9,Sandy Loam,4.35,Good,High,0,None,None,False,15
2023-02-25,27.9331,95.1756,Arunachal Pradesh,West Kameng,0.9,24.3,42.0,1833,17.2,Red Loamy,2.98,Fair,High,1,None,None,False,2
2023-02-25,22.9972,92.5459,Mizoram,Mamit,5.0,32.2,48.7,1117,8.2,Red Loamy,1.57,Good,Moderate,0,None,None,False,1
2023-02-27,22.8733,93.3033,Mizoram,Aizawl,0.9,22.2,61.6,728,13.7,Alluvial,6.41,Good,Low,2,None,None,False,13
2023-02-27,28.0769,88.2124,Sikkim,North Sikkim,0.8,23.6,44.5,1007,0.0,Alluvial,3.02,Fair,Moderate,0,None,None,False,7
2023-02-27,25.7405,93.3466,Nagaland,Tuensang,12.4,10.2,53.3,1809,0.0,Alluvial,3.46,Good,Low,1,None,None,False,8
2023-02-27,27.2835,88.6766,Sikkim,South Sikkim,0.8,14.4,59.6,698,3.4,Mountain Soil,4.85,Good,Low,1,None,None,False,0
2023-02-27,27.3366,88.1147,Sikkim,North Sikkim,5.3,9.8,61.4,2591,3.1,Forest Soil,4.86,Poor,Severe,6,Bridge Damage,Critical,True,203
2023-02-28,26.6678,94.3558,Nagaland,Kohima,6.9,20.2,35.4,1898,12.5,Clayey,6.1,Good,High,1,None,None,False,4
2023-02-28,25.4398,89.9675,Meghalaya,Ri Bhoi,1.7,23.6,70.4,1406,8.3,Mountain Soil,4.9,Good,Low,1,None,None,False,0
2023-02-28,22.7611,92.5348,Mizoram,Kolasib,4.1,16.3,73.8,1232,6.0,Forest Soil,1.84,Good,Moderate,1,None,None,False,17
2023-02-28,25.2141,89.9729,Meghalaya,South Garo Hills,0.6,24.6,31.2,749,11.0,Forest Soil,3.9,Good,Low,1,None,None,False,7
2023-03-01,24.7271,93.0662,Manipur,Tamenglong,1.3,17.5,70.1,832,8.4,Forest Soil,3.69,Good,Low,0,None,None,False,27
2023-03-01,25.5375,92.4675,Meghalaya,West Garo Hills,0.2,11.3,51.6,409,7.9,Alluvial,3.36,Good,High,0,None,None,False,12
2023-03-01,23.2674,92.916,Mizoram,Serchhip,5.9,13.4,41.1,1493,8.9,Alluvial,3.77,Good,High,0,None,None,False,0
2023-03-02,23.3284,91.4543,Tripura,Dhalai,1.1,24.3,68.1,346,3.4,Red Loamy,3.31,Good,Moderate,1,None,None,False,19
2023-03-02,24.54,95.9933,Assam,Nagaon,0.4,16.6,58.9,128,0.0,Sandy Loam,4.85,Fair,Low,1,None,None,False,9
2023-03-02,27.1293,88.7544,Sikkim,West Sikkim,14.0,15.2,74.7,1154,16.3,Sandy Loam,1.85,Fair,Moderate,0,None,None,False,0
2023-03-03,24.3947,94.0576,Manipur,Tamenglong,0.3,14.6,53.1,1599,0.1,Sandy Loam,4.81,Fair,Moderate,0,None,None,False,5
2023-03-03,26.1594,94.3897,Nagaland,Mon,9.0,20.6,70.1,1499,4.9,Laterite,5.79,Damaged,Moderate,3,Traffic Jam,Low,True,251
2023-03-03,25.7045,93.3247,Nagaland,Dimapur,1.2,12.5,76.4,1898,13.2,Sandy Loam,3.04,Fair,Moderate,1,None,None,False,6
2023-03-04,23.9516,92.2724,Tripura,Gomati,1.2,26.8,59.9,65,0.0,Red Loamy,2.27,Good,Moderate,1,None,None,False,11
2023-03-04,24.1617,91.9533,Tripura,West Tripura,1.5,18.3,64.1,297,3.8,Laterite,4.62,Damaged,High,2,Fog/Visibility,Medium,True,362
2023-03-04,24.5347,94.1046,Assam,Cachar,0.8,23.1,45.7,77,9.3,Alluvial,1.78,Poor,Severe,6,Traffic Jam,High,False,25
2023-03-04,28.4587,97.1953,Arunachal Pradesh,West Kameng,6.2,21.8,55.1,341,25.2,Laterite,5.08,Damaged,Severe,4,Fog/Visibility,Low,False,83
2023-03-05,26.4157,90.7136,Assam,Jorhat,0.9,23.7,42.2,186,0.0,Laterite,4.26,Good,High,1,None,None,False,15
2023-03-06,28.2474,93.8463,Arunachal Pradesh,West Kameng,1.8,7.1,66.2,2926,17.6,Sandy Loam,4.47,Good,Low,0,None,None,False,4
2023-03-06,24.1652,93.8099,Manipur,Senapati,1.8,14.5,48.3,946,1.2,Red Loamy,3.37,Fair,Low,1,None,None,False,12
2023-03-06,25.7195,91.5546,Assam,Dibrugarh,0.7,15.4,68.7,103,0.0,Sandy Loam,2.03,Good,Low,1,None,None,False,22
2023-03-07,23.2241,91.8072,Tripura,North Tripura,13.1,9.6,71.6,670,17.6,Sandy Loam,5.63,Poor,Low,3,Fallen Tree,Low,False,74
2023-03-08,26.12,94.5876,Nagaland,Mokokchung,0.2,17.3,63.4,769,0.0,Red Loamy,3.32,Good,Low,0,None,None,False,12
2023-03-08,26.9074,94.4485,Assam,Nagaon,5.6,26.6,51.4,64,0.0,Clayey,1.35,Good,Low,1,None,None,False,0
2023-03-08,27.2616,88.0871,Sikkim,South Sikkim,1.7,7.3,45.9,3665,24.0,Clayey,5.62,Damaged,Low,3,Bridge Damage,Low,False,91
2023-03-10,27.3244,88.815,Sikkim,West Sikkim,0.7,12.9,57.2,2153,5.6,Alluvial,4.31,Good,Low,1,None,None,False,28
2023-03-10,24.872,95.608,Assam,Sonitpur,0.0,24.1,85.5,166,6.2,Clayey,2.49,Good,Moderate,0,None,None,False,11
2023-03-10,26.0124,95.0071,Nagaland,Mokokchung,1.0,21.3,38.9,738,15.7,Red Loamy,2.87,Good,Low,1,None,None,False,1
2023-03-10,26.006,90.4393,Assam,Nagaon,1.4,22.1,59.1,178,0.0,Laterite,2.99,Fair,Low,2,None,None,False,11
2023-03-10,26.3788,94.0139,Nagaland,Tuensang,2.6,17.3,51.3,1968,13.6,Clayey,2.08,Fair,Moderate,1,None,None,False,7
2023-03-10,23.1608,92.8096,Mizoram,Lunglei,7.4,14.3,48.6,866,0.0,Laterite,3.39,Good,Moderate,0,None,None,False,19
2023-03-11,26.4508,93.8392,Nagaland,Mokokchung,2.1,14.2,65.7,1538,11.9,Forest Soil,6.59,Good,Moderate,0,None,None,False,15
2023-03-11,25.2541,90.9975,Meghalaya,Jaintia Hills,1.8,12.2,56.3,1188,4.2,Forest Soil,4.3,Good,Low,1,None,None,False,10
2023-03-13,25.8426,94.8349,Nagaland,Mokokchung,0.1,17.8,63.7,1411,23.7,Alluvial,3.18,Fair,Low,1,None,None,False,4
2023-03-13,26.9532,92.9102,Assam,Kamrup,0.5,19.0,81.7,153,0.0,Laterite,1.52,Good,Low,0,None,None,False,3
2023-03-13,27.7221,88.1153,Sikkim,South Sikkim,7.7,18.8,42.5,1720,0.0,Forest Soil,2.32,Good,High,2,None,None,False,7
2023-03-14,27.8211,93.2,Arunachal Pradesh,Changlang,1.1,13.6,40.4,2402,13.4,Clayey,5.38,Fair,Moderate,0,None,None,False,13
2023-03-14,27.8041,88.194,Sikkim,East Sikkim,3.5,1.9,54.3,4441,21.8,Laterite,4.56,Fair,Moderate,0,None,None,False,29
2023-03-14,24.8162,92.2711,Assam,Dibrugarh,1.9,28.4,58.7,144,10.3,Sandy Loam,2.33,Poor,High,5,Traffic Jam,Low,False,70
2023-03-14,28.8716,96.3082,Arunachal Pradesh,Tawang,0.0,13.6,61.6,1848,8.6,Clayey,4.23,Good,Low,2,None,None,False,0
2023-03-14,23.0532,92.2285,Tripura,West Tripura,0.2,22.2,48.3,586,4.7,Red Loamy,3.05,Fair,Low,1,None,None,False,7
2023-03-15,27.4112,94.7853,Assam,Cachar,1.4,18.8,73.9,91,6.2,Alluvial,4.64,Good,Low,0,None,None,False,14
2023-03-16,25.1971,91.8101,Assam,Kamrup,3.3,22.4,58.4,68,0.0,Forest Soil,5.02,Fair,High,1,None,None,False,10
2023-03-16,23.9276,93.3774,Manipur,Ukhrul,4.5,16.8,49.1,1717,13.2,Sandy Loam,3.67,Good,Moderate,0,None,None,False,11
2023-03-16,24.7658,93.789,Manipur,Imphal West,0.3,17.7,48.1,967,5.3,Laterite,3.67,Fair,High,0,None,None,False,4
2023-03-16,25.486,94.4144,Nagaland,Mon,1.3,19.8,35.5,553,11.9,Mountain Soil,0.51,Good,Low,0,None,None,False,0
2023-03-16,25.681,91.6539,Meghalaya,West Garo Hills,1.0,13.3,50.8,1345,0.0,Laterite,5.13,Fair,High,1,None,None,False,14
2023-03-16,28.0015,88.4525,Sikkim,South Sikkim,2.1,17.8,57.6,1429,1.0,Clayey,5.06,Fair,Low,1,None,None,False,5
2023-03-17,25.7877,93.4479,Nagaland,Mon,0.3,25.7,49.7,1095,8.0,Alluvial,4.22,Fair,Moderate,0,None,None,False,7
2023-03-17,27.5939,96.7668,Arunachal Pradesh,West Kameng,2.5,22.0,52.1,1606,6.7,Mountain Soil,1.98,Good,Moderate,1,None,None,False,2
2023-03-17,24.227,92.3909,Mizoram,Mamit,7.5,24.0,35.4,1627,17.1,Clayey,5.21,Fair,Moderate,1,None,None,False,9
2023-03-18,25.5011,92.7874,Assam,Sonitpur,0.7,18.9,45.1,80,0.0,Laterite,3.78,Good,Low,0,None,None,False,7
2023-03-19,25.0273,89.9979,Meghalaya,Ri Bhoi,10.4,13.7,30.9,1285,9.2,Sandy Loam,3.82,Good,Moderate,1,None,None,False,5
2023-03-19,25.0817,93.1277,Manipur,Imphal West,0.5,15.2,48.4,1494,13.8,Alluvial,4.83,Good,Low,2,None,None,False,13
2023-03-19,26.3582,95.0509,Nagaland,Mokokchung,2.0,17.8,51.9,739,6.0,Red Loamy,4.09,Under Construction,High,3,Traffic Jam,Medium,False,65
2023-03-19,24.3481,92.3712,Mizoram,Lunglei,1.2,22.6,60.5,827,0.0,Clayey,2.34,Good,Low,0,None,None,False,21
2023-03-19,23.3758,91.6687,Tripura,Khowai,0.2,25.4,61.2,110,0.0,Laterite,6.66,Good,Moderate,0,None,None,False,19
2023-03-20,23.0251,92.6821,Mizoram,Kolasib,2.8,9.3,47.9,1769,5.0,Sandy Loam,4.45,Fair,High,0,None,None,False,11
2023-03-20,22.0303,92.8676,Mizoram,Champhai,1.4,20.3,78.8,1774,10.9,Forest Soil,2.32,Fair,Moderate,3,None,None,False,13
2023-03-21,25.5542,92.3574,Meghalaya,South Garo Hills,11.3,23.0,76.8,1807,2.5,Red Loamy,3.59,Good,Moderate,0,None,None,False,22
2023-03-21,24.3568,93.0049,Mizoram,Aizawl,2.7,17.0,50.6,1523,9.4,Red Loamy,4.22,Good,Low,2,None,None,False,13
2023-03-22,25.6499,94.2785,Nagaland,Mon,0.9,20.5,61.6,1163,12.1,Mountain Soil,3.21,Good,High,0,None,None,False,18
2023-03-22,26.0135,95.0869,Nagaland,Wokha,0.2,16.0,57.9,1606,4.2,Clayey,3.07,Fair,Low,0,None,None,False,23
2023-03-22,26.2664,94.6766,Assam,Nagaon,0.4,17.2,63.1,69,0.0,Red Loamy,3.4,Fair,Moderate,0,None,None,False,9
2023-03-22,24.5343,93.7564,Manipur,Tamenglong,0.0,12.2,60.5,1452,11.5,Forest Soil,4.3,Fair,Moderate,1,None,None,False,8
2023-03-23,24.8292,94.8628,Assam,Dibrugarh,0.6,18.8,57.8,192,0.0,Mountain Soil,4.74,Damaged,Severe,6,Fallen Tree,Medium,True,175
2023-03-23,24.1026,93.6331,Manipur,Ukhrul,1.6,18.3,38.4,1293,3.7,Alluvial,0.54,Good,Low,0,None,None,False,10
2023-03-24,24.452,93.0122,Mizoram,Mamit,1.0,10.4,39.4,1200,0.0,Clayey,3.18,Good,Moderate,0,None,None,False,14
2023-03-24,25.011,91.884,Meghalaya,South Garo Hills,2.3,18.8,55.1,1402,8.7,Alluvial,1.26,Good,Moderate,1,None,None,False,18
2023-03-25,27.501,94.2063,Arunachal Pradesh,Changlang,0.0,16.1,49.5,1213,8.5,Mountain Soil,2.24,Damaged,Severe,3,Traffic Jam,Low,False,121
2023-03-25,28.646,96.7482,Arunachal Pradesh,Tawang,0.8,23.6,59.6,692,0.0,Red Loamy,5.06,Good,Low,0,None,None,False,13
2023-03-25,27.6545,93.0621,Arunachal Pradesh,Tawang,3.4,19.2,44.6,1917,13.9,Sandy Loam,3.45,Fair,Moderate,0,None,None,False,0
2023-03-25,23.0872,92.2019,Tripura,Gomati,6.4,15.6,50.4,57,2.8,Red Loamy,1.31,Good,Low,2,None,None,False,11
2023-03-25,25.8446,92.4952,Meghalaya,East Khasi Hills,0.0,22.8,43.7,986,0.0,Laterite,2.87,Good,Low,1,None,None,False,8
2023-03-25,25.8316,93.158,Assam,Cachar,2.0,19.1,61.1,131,0.0,Forest Soil,2.89,Good,Low,1,None,None,False,9
2023-03-25,23.3304,91.2945,Tripura,Khowai,0.3,19.8,41.7,508,0.0,Sandy Loam,3.09,Good,Low,0,None,None,False,20
2023-03-25,25.5281,92.5294,Meghalaya,Ri Bhoi,0.6,24.5,56.5,1273,11.8,Forest Soil,4.49,Good,High,0,None,None,False,19
2023-03-26,22.2275,92.446,Mizoram,Kolasib,6.2,24.7,55.5,905,12.5,Sandy Loam,3.93,Good,Low,1,None,None,False,25
2023-03-26,26.0254,89.9882,Meghalaya,South Garo Hills,2.2,16.8,59.8,838,0.0,Mountain Soil,4.72,Good,Low,1,None,None,False,8
2023-03-26,25.2339,95.5755,Assam,Dibrugarh,1.8,21.6,54.1,171,1.7,Red Loamy,2.3,Good,Low,0,None,None,False,14
2023-03-27,25.9187,94.7173,Nagaland,Mokokchung,0.7,15.3,80.5,441,0.0,Mountain Soil,5.31,Good,High,1,None,None,False,35
2023-03-27,25.797,93.6448,Nagaland,Mon,4.8,19.7,53.4,640,5.9,Alluvial,3.6,Fair,Moderate,1,None,None,False,8
2023-03-27,23.408,91.6153,Tripura,North Tripura,2.3,24.8,65.4,669,9.1,Mountain Soil,5.03,Fair,Moderate,0,None,None,False,0
2023-03-27,27.6946,97.2611,Arunachal Pradesh,Lohit,4.2,15.9,52.6,2873,15.4,Clayey,3.01,Poor,Moderate,5,Fog/Visibility,High,True,250
2023-03-27,25.8392,90.8199,Meghalaya,Ri Bhoi,2.8,20.9,32.4,336,6.3,Mountain Soil,3.82,Good,Low,1,None,None,False,0
2023-03-27,26.1472,94.9253,Nagaland,Dimapur,2.3,17.0,75.9,1814,10.4,Laterite,2.27,Fair,Low,1,None,None,False,23
2023-03-28,29.0079,92.1063,Arunachal Pradesh,Tawang,0.1,19.6,62.4,200,5.3,Sandy Loam,1.24,Good,Moderate,1,None,None,False,11
2023-03-28,25.2304,93.6619,Assam,Sonitpur,1.0,20.4,46.8,67,4.2,Mountain Soil,3.73,Good,High,1,None,None,False,10
2023-03-29,24.5211,90.0609,Assam,Kamrup,0.2,30.6,54.4,68,7.0,Mountain Soil,2.33,Good,Moderate,1,None,None,False,2
2023-03-29,24.0086,92.2579,Tripura,Gomati,0.3,15.8,47.4,713,0.0,Forest Soil,2.65,Good,Low,1,None,None,False,10
2023-03-29,23.2041,92.4174,Mizoram,Mamit,3.6,13.9,58.3,1456,12.0,Clayey,2.37,Good,High,1,None,None,False,13
2023-03-30,27.7517,88.077,Sikkim,East Sikkim,2.1,6.8,58.8,3954,32.6,Red Loamy,3.14,Fair,High,0,None,None,False,0
2023-03-30,27.6003,88.8206,Sikkim,West Sikkim,7.0,18.6,52.6,1705,16.2,Clayey,4.07,Good,High,2,None,None,False,6
2023-03-30,26.6695,93.3875,Nagaland,Tuensang,3.2,18.6,49.2,1476,3.6,Sandy Loam,2.13,Fair,Moderate,0,None,None,False,0
2023-03-30,27.8868,95.5795,Arunachal Pradesh,Changlang,2.0,21.9,60.8,207,3.8,Clayey,1.32,Fair,Moderate,1,None,None,False,6
2023-03-31,25.325,91.5107,Meghalaya,East Khasi Hills,2.0,19.3,36.2,1559,16.1,Clayey,4.03,Fair,Low,0,None,None,False,9
2023-03-31,27.0107,88.6065,Sikkim,South Sikkim,2.3,-0.6,62.3,3292,27.6,Alluvial,5.57,Good,Low,0,None,None,False,4
2023-03-31,23.8577,94.2873,Manipur,Tamenglong,10.6,22.0,70.6,864,4.6,Sandy Loam,1.55,Good,Moderate,1,None,None,False,18
2023-03-31,27.2727,93.0528,Arunachal Pradesh,Tawang,0.2,18.6,46.6,1146,1.1,Laterite,2.34,Fair,Moderate,1,None,None,False,2
2023-03-31,25.4279,94.0025,Nagaland,Kohima,0.7,12.1,52.4,1529,19.9,Sandy Loam,2.42,Fair,Moderate,0,None,None,False,12
2023-04-01,22.9577,92.5505,Mizoram,Kolasib,2.4,26.4,46.2,636,3.1,Red Loamy,4.19,Good,Moderate,0,None,None,False,5
2023-04-02,25.9635,94.1502,Nagaland,Tuensang,5.8,14.9,57.6,406,0.1,Sandy Loam,5.35,Fair,Low,2,None,None,False,13
2023-04-02,24.0932,94.3485,Manipur,Tamenglong,2.1,17.7,61.0,1466,16.6,Laterite,4.38,Good,Moderate,1,None,None,False,17
2023-04-02,25.8751,91.0342,Meghalaya,Jaintia Hills,5.0,11.9,62.3,1873,18.6,Red Loamy,2.3,Good,Low,1,None,None,False,7
2023-04-02,22.9615,91.582,Tripura,Dhalai,16.4,15.1,56.4,722,7.9,Laterite,2.85,Good,Low,0,None,None,False,19
2023-04-02,24.1564,91.8213,Tripura,North Tripura,7.3,18.9,51.8,891,9.0,Alluvial,3.69,Good,Low,1,None,None,False,3
2023-04-03,23.1934,91.3641,Tripura,Gomati,2.5,17.8,56.0,352,0.0,Alluvial,3.65,Good,Moderate,1,None,None,False,13
2023-04-03,27.2393,94.6851,Assam,Sonitpur,6.3,19.1,52.4,81,16.8,Mountain Soil,3.13,Good,Low,0,None,None,False,15
2023-04-04,28.3269,95.1928,Arunachal Pradesh,Lohit,16.7,16.7,50.3,1029,6.7,Clayey,2.49,Good,Moderate,1,None,None,False,9
2023-04-05,28.3186,94.3939,Arunachal Pradesh,Lohit,8.1,13.3,71.4,2224,31.4,Red Loamy,3.53,Good,Low,1,None,None,False,5
2023-04-05,26.2997,93.3776,Nagaland,Mon,4.1,19.1,67.3,1945,12.2,Laterite,4.99,Good,Low,1,None,None,False,4
2023-04-05,23.0575,93.3837,Mizoram,Champhai,7.1,11.0,61.6,644,5.6,Clayey,1.67,Fair,Low,1,None,None,False,7
2023-04-05,23.6457,91.651,Tripura,Gomati,8.3,13.8,58.4,895,0.0,Alluvial,2.06,Poor,Moderate,4,Fog/Visibility,Medium,False,56
2023-04-05,25.8729,91.3431,Meghalaya,Ri Bhoi,10.8,17.7,44.6,426,4.0,Clayey,4.56,Good,Low,0,None,None,False,17
2023-04-06,23.9822,91.4612,Tripura,Dhalai,4.3,29.5,49.6,177,2.1,Mountain Soil,1.64,Fair,Low,1,None,None,False,7
2023-04-06,26.1175,94.0668,Nagaland,Kohima,5.5,19.1,51.4,927,1.1,Red Loamy,2.86,Good,High,1,None,None,False,6
2023-04-06,27.6348,88.1465,Sikkim,North Sikkim,5.4,23.5,65.1,927,3.9,Alluvial,3.37,Good,Moderate,1,None,None,False,12
2023-04-06,22.3714,92.8185,Mizoram,Lunglei,1.4,14.7,48.3,1414,3.3,Mountain Soil,2.65,Fair,Low,0,None,None,False,13
2023-04-07,26.4015,93.3907,Nagaland,Mon,0.7,16.3,60.2,798,0.0,Alluvial,2.89,Fair,Low,0,None,None,False,24
2023-04-08,25.3252,91.877,Meghalaya,Jaintia Hills,23.2,24.6,41.7,210,7.2,Mountain Soil,2.08,Good,Low,1,None,None,False,10
2023-04-08,28.1092,94.0319,Arunachal Pradesh,Tawang,9.5,14.6,71.4,2056,26.2,Mountain Soil,6.08,Good,High,1,None,None,False,0
2023-04-08,26.3446,94.7943,Nagaland,Tuensang,5.9,22.5,43.5,1481,2.0,Mountain Soil,6.18,Good,Low,0,None,None,False,18
2023-04-09,24.3703,92.0195,Tripura,Dhalai,6.1,23.9,56.6,493,0.0,Mountain Soil,2.1,Good,Moderate,0,None,None,False,6
2023-04-09,27.2933,88.8864,Sikkim,South Sikkim,4.7,6.4,58.1,4126,33.8,Laterite,2.91,Under Construction,Moderate,8,Traffic Jam,High,False,128
2023-04-09,28.0084,88.0734,Sikkim,South Sikkim,9.5,7.5,59.2,3785,24.8,Red Loamy,3.67,Fair,High,1,None,None,False,25
2023-04-09,25.6339,93.7707,Manipur,Imphal West,1.8,23.8,47.2,1540,2.1,Mountain Soil,2.93,Fair,High,0,None,None,False,0
2023-04-09,25.3522,92.5403,Meghalaya,Jaintia Hills,2.9,20.7,62.2,866,11.4,Alluvial,2.04,Good,Low,1,None,None,False,13
2023-04-09,27.7356,88.1919,Sikkim,East Sikkim,3.1,4.8,41.6,2297,15.8,Red Loamy,2.89,Fair,High,1,None,None,False,9
2023-04-09,25.2479,91.1168,Assam,Nagaon,0.1,27.1,60.9,118,0.0,Red Loamy,3.98,Good,Low,0,None,None,False,22
2023-04-09,29.2569,91.8586,Arunachal Pradesh,East Siang,7.3,-0.7,55.1,2715,14.4,Alluvial,2.37,Good,Moderate,0,None,None,False,3
2023-04-09,24.6233,94.9257,Assam,Cachar,1.1,27.1,61.8,155,4.2,Alluvial,0.63,Fair,Low,1,None,None,False,0
2023-04-09,25.264,93.5598,Nagaland,Tuensang,1.5,17.2,55.8,1575,2.7,Mountain Soil,2.05,Fair,Moderate,0,None,None,False,15
2023-04-09,24.468,92.1586,Tripura,North Tripura,0.3,14.0,65.1,523,0.0,Mountain Soil,4.49,Fair,Low,2,None,None,False,2
2023-04-10,27.3966,93.0199,Assam,Dibrugarh,6.6,25.4,55.2,124,0.0,Sandy Loam,2.88,Good,Low,0,None,None,False,33
2023-04-10,27.6869,88.445,Sikkim,South Sikkim,3.4,3.1,62.3,4414,19.3,Mountain Soil,2.28,Good,Low,0,None,None,False,4
2023-04-10,23.2915,91.8727,Tripura,North Tripura,12.6,20.6,63.8,713,0.0,Clayey,1.72,Good,Low,1,None,None,False,0
2023-04-11,23.6329,92.8191,Mizoram,Serchhip,1.7,13.5,57.0,1413,14.8,Mountain Soil,3.68,Poor,High,4,Fallen Tree,High,True,230
2023-04-12,27.0668,88.103,Sikkim,North Sikkim,4.0,6.0,33.1,3563,22.5,Sandy Loam,3.58,Good,Moderate,0,None,None,False,22
2023-04-12,26.0318,91.4776,Meghalaya,Jaintia Hills,1.4,22.2,73.1,852,2.2,Alluvial,5.37,Fair,Low,0,None,None,False,0
2023-04-12,27.0514,88.1099,Sikkim,South Sikkim,11.8,12.2,56.9,1544,15.2,Red Loamy,3.34,Damaged,High,11,Fog/Visibility,High,True,236
2023-04-12,23.4258,91.4054,Tripura,Dhalai,3.3,21.5,47.2,40,8.5,Alluvial,2.13,Good,Moderate,0,None,None,False,13
2023-04-12,26.5539,94.006,Nagaland,Wokha,18.2,23.0,47.8,647,17.6,Clayey,2.35,Poor,Moderate,6,Traffic Jam,High,True,239
2023-04-13,26.0343,94.2917,Nagaland,Tuensang,1.5,10.7,58.3,1915,11.0,Mountain Soil,4.72,Good,Low,1,None,None,False,10
2023-04-13,28.5824,96.6239,Arunachal Pradesh,Lohit,2.5,16.9,54.5,1273,1.5,Mountain Soil,5.11,Damaged,Moderate,5,Bridge Damage,Critical,False,40
2023-04-13,26.3996,91.142,Assam,Nagaon,2.5,19.2,60.6,69,6.3,Mountain Soil,3.4,Good,Moderate,0,None,None,False,17
2023-04-13,25.7503,92.9977,Assam,Sonitpur,23.1,6.8,45.2,95,0.0,Laterite,4.59,Good,High,1,None,None,False,2
2023-04-14,24.8028,94.7995,Manipur,Tamenglong,3.7,20.9,70.9,1804,6.4,Mountain Soil,3.47,Fair,Moderate,0,None,None,False,0
2023-04-14,24.3123,93.2546,Mizoram,Mamit,14.4,12.2,57.1,962,10.3,Clayey,1.82,Good,High,0,None,None,False,6
